id;issue_d;loan_amnt;loan_status;funded_amnt;term;int_rate;installment;grade;sub_grade;verification_status;url;addr_state;total_pymnt
55241307;Jul-15;7000.0;Current;7000.0; 36 months;юни.89;215.79;A;A3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55241307;MA;1289.38
65701908;Nov-15;12000.0;Current;12000.0;;19.99;317.86;E;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65701908;MT;622.39
55089079;Jul-15;8400.0;Current;8400.0; 36 months;юли.89;;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55089079;SD;1573.12
48040541;May-15;18000.0;Current;18000.0; 36 months;окт.99;589.22;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48040541;WA;4702.77
65362537;Nov-15;12000.0;Current;12000.0; 60 months;дек.59;270.53;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65362537;FL;524.27
38221902;Jan-15;5000.0;Current;5000.0; 36 months;юни.49;153.23;A;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38221902;SC;1835.15
65382858;;4000.0;Current;4000.0; 36 months;авг.18;125.68;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65382858;NY;249.54
60754807;Oct-15;25000.0;;25000.0; 60 months;дек.69;564.87;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60754807;IL;1659.36
65816528;Nov-15;35000.0;Current;35000.0; 36 months;юли.89;1095.0;A;A5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65816528;FL;1064.32
60760602;Sep-15;13000.0;Current;13000.0; 60 months;17.86;329.13;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60760602;GA;974.49
55454209;;3475.0;Current;3475.0; 36 months;окт.99;113.76;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55454209;CO;680.44
46756358;Apr-15;35000.0;Late (16-30 days);35000.0; 60 months;17.57;880.61;D;D4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46756358;MA;6095.94
65553025;;11150.0;Current;11150.0; 36 months;сеп.99;359.73;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65553025;VT;353.54
68000226;Dec-15;6200.0;Current;6200.0; 36 months;14.48;;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68000226;TN;0.0
65615945;;24000.0;Current;24000.0; 36 months;юли.89;750.86;A;A5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65615945;AL;740.34
56009452;Jul-15;22000.0;Current;22000.0; 36 months;юли.26;681.92;A;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56009452;GA;4073.77
55253034;Jul-15;21000.0;Current;21000.0; 60 months;16.55;516.84;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55253034;NJ;3062.42
62186859;Oct-15;6400.0;Current;6400.0; 36 months;май.32;192.74;A;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62186859;FL;574.44
43829816;Mar-15;28000.0;Current;28000.0; 36 months;юни.92;863.54;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43829816;NJ;7761.1
44140711;Apr-15;10000.0;Current;; 60 months;16.55;246.12;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44140711;WA;2205.89
40027881;Jan-15;16000.0;Current;16000.0; 36 months;14.31;;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40027881;IN;6029.14
46631857;May-15;15000.0;;15000.0; 60 months;13.33;343.84;C;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46631857;CA;2728.5
40541291;Feb-15;;Current;18000.0; 36 months;юли.49;559.83;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40541291;PA;6150.64
63415179;Oct-15;30800.0;Current;30800.0; 36 months;13.33;1042.68;;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63415179;;2062.55
63444548;Oct-15;6000.0;Current;6000.0; 36 months;16.99;213.89;D;D3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63444548;SC;422.12
46774474;Apr-15;3500.0;Current;3500.0; 36 months;;115.47;B;B5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46774474;CA;921.52
61482438;Oct-15;12000.0;Current;12000.0; 36 months;авг.18;377.04;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61482438;MI;1117.49
41101268;Feb-15;;Current;10000.0; 36 months;ное.53;329.91;B;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41101268;MS;3577.76
43660499;Mar-15;18000.0;Current;18000.0; 36 months;юли.89;563.15;A;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43660499;;5060.46
49159380;May-15;4000.0;Current;4000.0;;авг.18;125.68;B;B1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49159380;NY;877.94
40413463;Feb-15;5600.0;Current;5600.0; 36 months;сеп.17;178.53;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40413463;WA;1960.98
38587667;Jan-15;24000.0;Current;24000.0; 60 months;авг.67;494.37;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38587667;DE;5920.88
46823187;Apr-15;3500.0;;3500.0; 36 months;сеп.99;112.92;B;B3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46823187;CA;901.42
61530054;Oct-15;4450.0;Current;4450.0; 36 months;13.33;150.65;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61530054;TN;448.65
60962705;Sep-15;5600.0;Current;5600.0; 36 months;14.65;193.17;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60962705;CA;598.89
56047240;Jul-15;15000.0;Current;15000.0; 60 months;19.99;397.33;E;E4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56047240;WA;1953.33
43389544;Apr-15;10800.0;Current;10800.0; 60 months;16.99;268.35;D;D3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43389544;NC;2394.76
67396030;Dec-15;10400.0;Current;10400.0; 36 months;дек.59;348.37;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67396030;GA;341.1
60537291;Oct-15;14000.0;Current;14000.0; 36 months;юни.24;427.44;A;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60537291;PA;1286.31
42283994;Mar-15;32000.0;;32000.0; 60 months;сеп.99;679.75;B;B3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42283994;CA;6233.19
67335392;Dec-15;7725.0;Current;7725.0; 36 months;17.57;277.62;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67335392;FL;0.0
60475268;Sep-15;3500.0;Current;3500.0; 36 months;дек.29;116.74;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60475268;PA;447.84
55564633;Jul-15;10000.0;Current;10000.0; 36 months;дек.69;335.45;C;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55564633;PA;2005.65
51106491;Jun-15;6100.0;Current;6100.0; 36 months;17.57;219.22;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51106491;OR;1320.24
47491318;May-15;14000.0;Current;14000.0; 36 months;14.65;482.92;C;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47491318;DE;3840.57
57863985;Aug-15;14500.0;Current;14500.0; 36 months;юли.26;449.45;A;A4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57863985;CA;2241.4
61449736;Oct-15;15000.0;Current;15000.0; 60 months;;361.67;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61449736;FL;1072.0
46518547;Apr-15;18200.0;Current;18200.0; 60 months;окт.99;395.63;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46518547;NJ;3153.93
48182317;May-15;8000.0;Current;8000.0; 36 months;окт.99;261.88;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48182317;AZ;1828.28
37671833;Jan-15;7500.0;Current;7500.0; 36 months;дек.99;252.67;C;C2;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=37671833;FL;3018.51
47028506;Apr-15;25000.0;Current;25000.0; 60 months;сеп.17;521.03;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47028506;NY;4142.77
54334049;Jul-15;35000.0;;35000.0; 60 months;дек.29;783.7;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54334049;FL;4678.3
58411091;Aug-15;20000.0;Current;20000.0; 36 months;13.99;683.46;C;C4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58411091;NC;3401.76
41730287;Mar-15;20000.0;Current;; 60 months;16.55;492.23;D;D2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41730287;RI;4986.66
52928845;Jun-15;20000.0;Current;20000.0; 36 months;юни.24;610.62;A;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52928845;SC;4260.47
51055177;Jun-15;5000.0;Current;5000.0; 36 months;юли.26;154.99;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51055177;;1082.91
40472453;Feb-15;3500.0;Current;3500.0;;юни.68;107.56;A;A3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40472453;UT;1181.86
41021296;Feb-15;28000.0;;28000.0; 36 months;15.61;979.02;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41021296;SC;8884.02
60771017;Sep-15;35000.0;Current;35000.0; 60 months;14.65;826.24;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60771017;AR;2421.75
60685277;Sep-15;7000.0;;7000.0; 36 months;май.32;210.81;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60685277;FL;841.17
65926973;;20000.0;Current;20000.0; 36 months;13.67;680.36;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65926973;NC;649.98
41900297;Mar-15;9450.0;Current;9450.0; 36 months;дек.69;317.0;C;;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41900297;CA;3173.1
65823298;Dec-15;35000.0;Current;35000.0; 36 months;сеп.17;;B;B2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65823298;CA;1097.94
57265956;Aug-15;12550.0;Current;12550.0; 36 months;юли.89;392.64;A;A5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57265956;NY;1952.2
42343668;Mar-15;18000.0;Current;18000.0; 36 months;юни.68;553.16;A;A3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42343668;TN;5518.24
41217275;Mar-15;10100.0;Current;10100.0; 60 months;21.67;277.06;E;E5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41217275;KS;2758.44
63180228;Nov-15;5125.0;Current;5125.0;;14.65;176.79;;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63180228;TX;349.41
40969944;Feb-15;14750.0;;14750.0; 36 months;14.65;508.79;;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40969944;LA;5057.89
65363325;Nov-15;15000.0;Current;15000.0; 60 months;14.33;351.6;C;C5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65363325;UT;691.26
39519601;Jan-15;6000.0;Current;6000.0; 36 months;авг.19;188.55;;A5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39519601;VA;2255.78
61379002;Oct-15;30000.0;Current;30000.0; 36 months;15.61;1048.95;D;D1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61379002;;3120.83
47008822;May-15;6400.0;;6400.0; 36 months;окт.99;209.5;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47008822;NM;1668.18
64883294;Nov-15;35000.0;;35000.0; 60 months;18.фев;892.59;E;E1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64883294;KS;1749.79
66453603;Dec-15;18000.0;Current;18000.0; 36 months;юли.26;557.94;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66453603;;561.57
46824109;Apr-15;5800.0;Current;5800.0; 36 months;ное.53;191.35;B;B5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46824109;NY;1527.08
41720345;Mar-15;10800.0;Current;10800.0; 36 months;сеп.17;344.3;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41720345;;3437.5
66035880;Dec-15;10000.0;Current;10000.0; 36 months;сеп.76;;;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66035880;UT;316.13
40354398;Feb-15;15000.0;Current;15000.0; 36 months;окт.49;487.47;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=40354398;AL;5353.43
38479558;Jan-15;17400.0;In Grace Period;17400.0; 36 months;окт.49;565.47;B;B3;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38479558;NH;6228.42
65683241;Nov-15;9000.0;Current;9000.0; 36 months;юли.26;278.97;A;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65683241;MD;278.97
54484137;Jul-15;25900.0;Current;25900.0; 36 months;дек.29;863.85;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54484137;MO;5165.42
68366510;Dec-15;16500.0;Issued;16500.0; 36 months;ное.99;547.96;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=68366510;OR;0.0
39639780;Jan-15;15600.0;Current;15600.0; 36 months;юни.99;481.62;A;A3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39639780;LA;5291.76
62236786;Oct-15;32000.0;Current;32000.0; 60 months;дек.29;716.53;C;C1;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62236786;CO;
38559964;Jan-15;22500.0;Fully Paid;22500.0; 36 months;14.99;779.86;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38559964;FL;
60970994;Oct-15;35000.0;Current;35000.0; 36 months;13.99;1196.05;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60970994;MA;3560.95
66593010;Dec-15;12000.0;Current;12000.0; 36 months;сеп.17;382.55;B;B2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66593010;CA;0.0
62569966;Oct-15;8600.0;Current;8600.0; 36 months;18.55;313.29;;E2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62569966;TN;608.85
52076330;Jun-15;20000.0;Current;20000.0; 60 months;;434.75;B;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=52076330;CA;3031.04
57940366;Aug-15;12000.0;Current;12000.0; 36 months;сеп.17;382.55;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57940366;CT;1524.09
46305030;Apr-15;7000.0;Current;7000.0; 36 months;дек.29;;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46305030;CA;2096.54
46085210;Apr-15;6000.0;Current;6000.0; 36 months;окт.99;196.41;B;B4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46085210;NY;1760.36
51046339;Jun-15;4800.0;Late (31-120 days);4800.0; 36 months;14.65;165.58;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51046339;VA;658.41
53332489;Jul-15;14400.0;Current;14400.0; 60 months;сеп.17;300.11;;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=53332489;MA;1793.32
66504572;Dec-15;12000.0;Current;12000.0; 36 months;сеп.17;382.55;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66504572;AZ;370.32
65697522;Nov-15;10000.0;Current;10000.0; 60 months;17.86;253.18;D;D5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65697522;CA;243.26
65432406;Nov-15;3000.0;Current;3000.0; 36 months;;99.72;C;C1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65432406;MI;195.42
49864960;May-15;10000.0;Current;10000.0; 36 months;;308.27;A;A3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49864960;IL;2150.23
44966441;Apr-15;7000.0;Current;7000.0; 36 months;юни.92;215.89;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44966441;CA;1940.32
50487712;Jun-15;6000.0;Current;6000.0; 36 months;15.61;209.79;D;D1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50487712;RI;1463.33
57833746;Sep-15;24200.0;Current;24200.0; 60 months;16.99;601.31;D;D3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57833746;PA;2348.13
51881236;Jun-15;20000.0;Current;20000.0; 36 months;юни.24;610.62;A;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51881236;IL;
38528662;Jan-15;14350.0;Current;14350.0; 60 months;20.99;388.14;E;E4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38528662;FL;4624.21
66561239;Dec-15;35000.0;Current;35000.0; 36 months;ное.22;1149.51;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66561239;TN;1127.69
65189799;Nov-15;14400.0;Current;14400.0; 36 months;окт.99;471.37;B;B4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65189799;MA;933.95
43325312;Mar-15;8500.0;Current;8500.0; 36 months;дек.69;285.14;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=43325312;CA;2845.41
64211021;Nov-15;10500.0;Current;10500.0; 36 months;юни.89;323.69;;A3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64211021;VA;641.35
46447551;;13500.0;Current;13500.0; 36 months;юни.39;413.09;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46447551;OR;3299.93
65594267;Nov-15;23500.0;Current;23500.0; 36 months;13.67;799.42;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65594267;NY;870.8
39571858;Jan-15;16100.0;Fully Paid;16100.0; 60 months;18.54;413.58;E;E1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=39571858;NC;
65945694;;20750.0;Current;20750.0; 36 months;сеп.17;661.49;B;B2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65945694;NV;650.92
50605401;Jun-15;25000.0;Current;25000.0; 60 months;20.99;676.2;E;E5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50605401;AK;4704.25
57970591;Aug-15;8000.0;Current;8000.0;;сеп.17;255.04;B;B2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=57970591;FL;1012.01
48080214;May-15;35000.0;Current;35000.0; 36 months;21.67;1330.7;E;E5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48080214;MD;10603.46
51076553;Jun-15;25000.0;;25000.0; 36 months;13.33;846.33;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51076553;FL;5905.8
60940213;;27575.0;Current;27575.0; 36 months;дек.69;925.0;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=60940213;NJ;2736.12
41600300;Mar-15;22400.0;Current;22400.0; 36 months;18.84;819.29;E;E2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41600300;CA;8146.01
44116149;Mar-15;5300.0;Fully Paid;5300.0; 36 months;13.33;179.43;C;C3;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44116149;IN;
65443689;Nov-15;16800.0;Current;; 60 months;13.18;383.81;;C3;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65443689;FL;755.32
38832159;Jan-15;30000.0;Charged Off;30000.0; 60 months;21.99;828.4;E;E5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38832159;NY;1565.18
67357163;Dec-15;5000.0;Current;5000.0; 36 months;дек.59;167.49;C;C2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=67357163;TX;0.0
38506488;Jan-15;1600.0;Current;1600.0; 36 months;14.31;54.93;C;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38506488;;657.89
45494920;Apr-15;14375.0;Current;14375.0; 60 months;ное.53;316.37;B;B5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45494920;NJ;2838.12
41781323;Mar-15;35000.0;Current;35000.0; 60 months;13.99;814.21;;C4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41781323;MA;8087.69
56592294;Aug-15;10000.0;Current;10000.0; 36 months;13.99;341.73;C;C4;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56592294;IL;1700.88
48394654;May-15;28000.0;Current;28000.0; 36 months;юни.39;856.78;A;;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48394654;CA;6844.3
65685028;Nov-15;24000.0;Current;; 60 months;ное.49;527.71;B;B5;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65685028;TX;497.07
42454456;Mar-15;26400.0;Late (16-30 days);26400.0;;20.49;706.66;E;E4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42454456;MI;6329.89
46614048;May-15;4800.0;Current;4800.0; 36 months;дек.69;161.02;C;C2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46614048;;1268.8
38448057;Jan-15;14000.0;Current;14000.0; 60 months;13.66;323.3;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38448057;PA;3912.12
51436128;Jun-15;2000.0;Current;2000.0; 36 months;13.99;68.35;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=51436128;IN;476.9
64862461;Nov-15;25000.0;Current;25000.0; 60 months;сеп.99;531.06;B;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=64862461;MI;1041.31
56934558;Aug-15;8400.0;Current;8400.0; 36 months;дек.69;281.78;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=56934558;WI;1402.98
58390246;Aug-15;4000.0;Current;4000.0; 36 months;13.99;136.7;C;;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58390246;TX;677.28
66075366;Dec-15;8000.0;Current;; 36 months;13.18;270.25;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=66075366;IL;258.53
54157277;Jul-15;19200.0;Current;19200.0; 36 months;юни.24;586.2;A;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=54157277;PA;3510.54
62804303;Nov-15;2500.0;Current;2500.0; 36 months;окт.99;81.84;;B4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=62804303;NH;161.39
55351487;Jul-15;5000.0;Current;5000.0; 36 months;13.33;169.27;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55351487;TX;842.65
42375384;Mar-15;20000.0;Current;20000.0; 60 months;авг.18;407.26;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=42375384;OH;4054.42
44005901;Mar-15;8000.0;Current;8000.0; 36 months;14.65;275.96;C;C5;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=44005901;;2477.13
47471164;May-15;23600.0;Current;23600.0; 60 months;22.99;665.16;F;F1;;https://www.lendingclub.com/browse/loanDetail.action?loan_id=47471164;CT;5291.14
50054638;May-15;5500.0;Current;5500.0; 36 months;ное.53;;B;B5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50054638;AR;1266.63
50213246;May-15;25000.0;Current;25000.0; 36 months;май.32;752.87;A;A1;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50213246;WY;5255.31
59281656;;6000.0;Current;6000.0; 36 months;ное.53;197.95;B;B5;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59281656;HI;782.19
65926656;Dec-15;23000.0;Current;23000.0; 60 months;авг.38;470.56;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=65926656;IL;459.85
50635614;Jun-15;6500.0;Current;6500.0; 36 months;13.99;222.13;C;C4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50635614;NC;1549.86
49483144;May-15;20000.0;Current;20000.0; 36 months;юни.24;610.62;;A2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=49483144;NY;4878.03
61431895;Oct-15;9000.0;Current;9000.0; 36 months;сеп.17;286.92;B;B2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61431895;NJ;856.18
38587664;Jan-15;13700.0;Current;13700.0;;23.99;394.05;F;F2;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38587664;CT;4433.16
50585430;Jun-15;18000.0;Current;18000.0; 60 months;17.57;452.89;D;D4;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50585430;;3152.66
63682578;Nov-15;28000.0;;28000.0; 60 months;13.18;639.67;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=63682578;SC;1361.35
50585182;May-15;3000.0;Current;3000.0;;18.55;109.29;E;E2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=50585182;CA;758.85
38018251;Jan-15;11200.0;Current;11200.0; 60 months;окт.49;240.68;B;B3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38018251;PA;2875.11
59249917;Aug-15;15000.0;Current;15000.0; 36 months;юни.24;457.97;A;A2;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=59249917;FL;1826.68
55554510;Jul-15;12000.0;Fully Paid;12000.0; 60 months;17.57;;D;D4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=55554510;PA;12806.73
45974251;Apr-15;35000.0;Current;35000.0;;16.55;861.4;D;D2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45974251;KY;7735.79
46315775;Apr-15;2400.0;Late (31-120 days);2400.0; 36 months;13.99;82.02;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=46315775;AZ;652.43
48655907;May-15;30000.0;Current;30000.0; 36 months;сеп.17;956.37;B;B2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=48655907;GA;7635.68
45544805;Apr-15;7900.0;Current;7900.0; 36 months;18.84;288.95;E;E2;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=45544805;AZ;2303.33
41991420;;16000.0;Current;16000.0; 36 months;юни.92;493.45;A;A4;Not Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=41991420;WA;4928.35
38545991;Jan-15;14400.0;Current;14400.0; 36 months;13.66;489.79;C;C3;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=38545991;FL;5866.55
61484172;Oct-15;;Current;8750.0; 36 months;13.99;299.02;C;C4;Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=61484172;OH;849.45
58682606;Sep-15;20000.0;Current;20000.0; 36 months;авг.18;628.39;B;B1;Source Verified;https://www.lendingclub.com/browse/loanDetail.action?loan_id=58682606;;2521.3
